facility_id,month_year,reference_number,manufacturer_catalog_number,vendor_name,tae_spend,tae_units
IA2028,2025-05,40992,2F7114,BAXTER HEALTHCARE CORPORATION,69.06,3.0
NY2174,2024-11,40992,2F7114,CONCORDANCE HEALTHCARE SOLUTIONS LLC,371.92,8.0
NM2010,2024-01,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",20.18,1.0
709155,2025-08,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1216.05,190.0
TX0083,2024-06,40992,2F7114,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",458.36799999999994,268.0
AD4903,2024-08,40992,2F7114,BAXTER HEALTHCARE CORPORATION,1745.0500000000002,85.0
FL0043,2025-11,40992,2F7114,"MEDLINE INDUSTRIES, LP",46.85,1.0
KY0111,2025-06,40992,2F7114,"MEDLINE INDUSTRIES, LP",731.4,20.0
LA2002,2025-04,40992,2F7114,BAXTER HEALTHCARE CORPORATION,966.8399999999999,42.0
747300,2024-09,40992,2F7114,"HENRY SCHEIN, INC.",79.2,2.0
825505,2025-09,40992,2F7114,"MEDLINE INDUSTRIES, LP",1936.8,40.0
KY0110,2024-04,40992,2F7114,BAXTER HEALTHCARE CORPORATION,608.64,24.0
WY2003,2025-04,40992,2F7114,UNKNOWN,21.01,11.0
698861,2024-08,40992,2F7114,"CARDINAL HEALTH 200, LLC",609.6,24.0
IN2002,2025-04,40992,2F7114,CONCORDANCE HEALTHCARE SOLUTIONS LLC,1095.52,42.0
AE8985,2025-07,40992,2F7114,"MEDLINE INDUSTRIES, LP",190.8,6.0
KY0084,2025-03,40992,2F7114,UNKNOWN,19084.262000000002,56.0
LA0886,2025-12,40992,2F7114,BAXTER HEALTHCARE CORPORATION,115.1,5.0
NY5021,2025-05,40992,2F7114,BAXTER HEALTHCARE CORPORATION,943.8199999999999,41.0
821005,2025-06,40992,2F7114,AMERISOURCEBERGEN DRUG CORPORATION,200.36,5.0
VA0208,2024-12,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",66.161,2.0
835039,2025-12,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",396.54,9.0
WV0075,2024-11,40992,2F7114,BAXTER HEALTHCARE CORPORATION,716.32,22.0
VA0208,2025-11,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",4057.011,94.0
627110,2024-03,40992,2F7114,BAXTER HEALTHCARE CORPORATION,73.15,2.0
NE2023,2025-09,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",24.11,12.0
MD0056,2024-01,40992,2F7114,"CARDINAL HEALTH 414, LLC",41.46,2.0
WV2010,2025-05,40992,2F7114,"CARDINAL HEALTH 200, LLC",47.79,1.0
641329,2024-02,40992,2F7114,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",492.924,12.0
AP0339,2025-04,40992,2F7114,MCKESSON MEDICAL-SURGICAL INC.,432.18,6.0
DE0005,2025-11,40992,2F7114,BAXTER HEALTHCARE CORPORATION,1473.28,64.0
681924,2024-04,40992,2F7114,"CARDINAL HEALTH 200, LLC",16.28,6.0
841462,2024-01,40992,2F7114,THE CLAFLIN COMPANY,2930.62,28.0
CA2659,2024-01,40992,2F7114,BAXTER HEALTHCARE CORPORATION,1609.1399999999999,65.0
709514,2025-10,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",11644.244999999999,2962.0
669843,2024-10,40992,2F7114,THE CLAFLIN COMPANY,2081.9,955.0
MD9024,2024-12,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",883.31,19.0
KY0203,2025-01,40992,2F7114,"MEDLINE INDUSTRIES, LP",455.84000000000003,14.0
TX0226,2024-12,40992,2F7114,BAXTER HEALTHCARE CORPORATION,1902.0,75.0
TX0024,2024-12,40992,2F7114,BAXTER HEALTHCARE CORPORATION,887.6000000000001,35.0
709156,2025-02,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1567.4199999999998,258.0
644075,2025-07,40992,2F7114,UNKNOWN,1691.4500000000005,686.0
746187,2025-07,40992,2F7114,UNKNOWN,1036.98,419.0
NY2306,2025-07,40992,2F7114,"CARDINAL HEALTH 414, LLC",1361.2800000000002,709.0
743700,2024-04,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",7055.880000000001,1008.0
792834,2024-03,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",2344.3199999999997,72.0
816278,2024-09,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",220.59000000000003,129.0
CO2005,2024-10,40992,2F7114,UNKNOWN,139.42999999999995,73.0
WV0062,2024-12,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",76.08,3.0
CA3270,2024-06,40992,2F7114,BAXTER HEALTHCARE CORPORATION,380.4,15.0
709155,2024-04,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",441.0400000000001,209.0
698861,2025-05,40992,2F7114,"CARDINAL HEALTH 200, LLC",1068.25,25.0
742281,2025-05,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1238.6100000000001,41.0
761886,2025-07,40992,2F7114,CARDINAL HEALTH 213 INC,113.68,58.0
NY2020,2024-01,40992,2F7114,UNKNOWN,380.64,147.0
834810,2024-11,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1115.76,24.0
765270,2025-02,40992,2F7114,"MEDLINE INDUSTRIES, LP",46.85,1.0
IL2013,2024-01,40992,2F7114,BAXTER HEALTHCARE CORPORATION,40.36,2.0
OK0138,2024-01,40992,2F7114,BAXTER HEALTHCARE CORPORATION,13764.719999999998,664.0
682981,2024-03,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",202.88,8.0
808752,2024-04,40992,2F7114,"MEDLINE INDUSTRIES, LP",184.77,9.0
685578,2025-06,40992,2F7114,"MEDLINE INDUSTRIES, LP",421.65000000000003,9.0
TX0226,2024-10,40992,2F7114,BAXTER HEALTHCARE CORPORATION,1870.6100000000001,77.0
644415,2024-05,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",603.6909999999999,23.0
NC0097,2025-08,40992,2F7114,BAXTER HEALTHCARE CORPORATION,345.29999999999995,15.0
825505,2025-11,40992,2F7114,"MEDLINE INDUSTRIES, LP",1791.5400000000002,37.0
655721,2025-05,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",655.9,14.0
763778,2024-06,40992,2F7114,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",342.54,198.0
NC0017,2025-06,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",221.31999999999996,23.0
VA0127,2025-04,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1104.48,26.0
SD2013,2024-02,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",2922.6,88.0
636349,2025-05,40992,2F7114,BAXTER HEALTHCARE CORPORATION,667.5799999999999,29.0
IL5043,2024-08,40992,2F7114,HOSPITALS SERVICES EXPENSES,76.08,25.0
WA2013,2024-08,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",2662.8,105.0
WA2025,2024-06,40992,2F7114,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",185.96,4.0
VA0208,2024-05,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",363.884,11.0
NY5078,2024-08,40992,2F7114,BAXTER HEALTHCARE CORPORATION,328.48,16.0
MA2039,2025-12,40992,2F7114,THE CLAFLIN COMPANY,8554.2,269.0
NY2371,2024-02,40992,2F7114,BAXTER HEALTHCARE CORPORATION,580.44,28.0
616582,2024-11,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",697.3499999999999,15.0
NY2172,2025-07,40992,2F7114,CONCORDANCE HEALTHCARE SOLUTIONS LLC,478.7,10.0
658513,2025-09,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1117.47,24.0
MI2120,2024-05,40992,2F7114,"CARDINAL HEALTH 414, LLC",307.08,12.0
NE2024,2024-01,40992,2F7114,SHARED SERVICE SYSTEMS INC,26.84,1.0
SD2024,2024-05,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",21.51,12.0
752156,2024-12,40992,2F7114,BAXTER HEALTHCARE CORPORATION,912.9599999999999,36.0
702754,2024-01,40992,2F7114,"MEDLINE INDUSTRIES, LP",948.5999999999999,30.0
DE2012,2025-12,40992,2F7114,"MEDLINE INDUSTRIES, LP",5186.56,110.0
MI2016,2024-03,40992,2F7114,BAXTER HEALTHCARE CORPORATION,25.36,1.0
NC0017,2024-10,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",47.07,1.0
MD0002,2024-01,40992,2F7114,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",278.52,12.0
703127,2025-10,40992,2F7114,"MEDLINE INDUSTRIES, LP",3243.6,102.0
IL2018,2025-03,40992,2F7114,HOSPITALS SERVICES EXPENSES,867.7,330.0
686334,2024-01,40992,2F7114,BAXTER HEALTHCARE CORPORATION,252.68,10.0
645092,2024-07,40992,2F7114,"CARDINAL HEALTH 414, LLC",993.5100000000001,581.0
799963,2025-10,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",20724.060000000005,686.0
VA0209,2025-10,40992,2F7114,BAXTER HEALTHCARE CORPORATION,22004.640000000003,518.0
736301,2024-10,40992,2F7114,UNKNOWN,184.32,96.0
703132,2024-09,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",293.04,9.0
643639,2025-01,40992,2F7114,BAXTER HEALTHCARE CORPORATION,1518.0,60.0
TX2502,2025-02,40992,2F7114,BAXTER HEALTHCARE CORPORATION,101.44,4.0
699171,2025-07,40992,2F7114,"MEDLINE INDUSTRIES, LP",702.75,329.0
700312,2025-07,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",187.4,4.0
790233,2024-07,40992,2F7114,BAXTER HEALTHCARE CORPORATION,2228.31,79.0
MA2007,2025-02,40992,2F7114,BAXTER HEALTHCARE CORPORATION,7760.339999999999,378.0
WV0055,2024-09,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1854.3300000000002,80.0
OH2004,2025-08,40992,2F7114,"MEDLINE INDUSTRIES, LP",796.4499999999999,17.0
709158,2024-12,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",3169.540000000001,268.0
NY5026,2024-12,40992,2F7114,"MEDLINE INDUSTRIES, LP",791.92,38.0
FL2056,2024-01,40992,2F7114,"CARDINAL HEALTH 414, LLC",4806.999999999999,190.0
630289,2024-08,40992,2F7114,"MEDLINE INDUSTRIES, LP",886.5170000000002,420.0
741575,2024-07,40992,2F7114,BAXTER HEALTHCARE CORPORATION,1313.92,64.0
MI2016,2024-04,40992,2F7114,BAXTER HEALTHCARE CORPORATION,50.72,2.0
834809,2024-12,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",511.39,11.0
AT4571,2024-07,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",628.5269999999999,19.0
IL2191,2024-11,40992,2F7114,"MEDLINE INDUSTRIES, LP",1813.1100000000001,39.0
709155,2025-12,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1888.0400000000002,253.0
603563,2024-02,40992,2F7114,BAXTER HEALTHCARE CORPORATION,61.59,3.0
NY2172,2024-02,40992,2F7114,CONCORDANCE HEALTHCARE SOLUTIONS LLC,3379.2000000000003,80.0
817813,2025-11,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",297.35999999999996,7.0
KY0026,2024-04,40992,2F7114,"MEDLINE INDUSTRIES, LP",595.2900000000001,117.0
841462,2025-06,40992,2F7114,CARDINAL HEALTH 213 INC,1089.6599999999999,73.0
AP0418,2024-04,40992,2F7114,AMERISOURCEBERGEN DRUG CORPORATION,412.83,9.0
792968,2025-11,40992,2F7114,"HENRY SCHEIN, INC.",655.1999999999999,14.0
620029,2024-09,40992,2F7114,BAXTER HEALTHCARE CORPORATION,2115.2,65.0
819615,2024-04,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",25.32,12.0
CA2673,2024-04,40992,2F7114,"MEDLINE INDUSTRIES, LP",1185.3899999999999,99.0
622409,2025-11,40992,2F7114,BAXTER HEALTHCARE CORPORATION,46.04,2.0
743265,2025-11,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",175.36,4.0
CA0038,2025-11,40992,2F7114,BAXTER HEALTHCARE CORPORATION,368.32,16.0
WV0541,2024-07,40992,2F7114,"MEDLINE INDUSTRIES, LP",148.44,6.0
838539,2024-10,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",101.96,4.0
FL0201,2024-08,40992,2F7114,"CARDINAL HEALTH 414, LLC",459.90000000000003,18.0
IL2017,2025-08,40992,2F7114,"CARDINAL HEALTH 414, LLC",4241.700000000001,90.0
SD2010,2025-12,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",159.0,5.0
MD2041,2024-06,40992,2F7114,BAXTER HEALTHCARE CORPORATION,260.48,8.0
688248,2024-02,40992,2F7114,BAXTER HEALTHCARE CORPORATION,393.91999999999996,16.0
KY0110,2024-05,40992,2F7114,BAXTER HEALTHCARE CORPORATION,608.64,24.0
675911,2024-01,40992,2F7114,CONCORDANCE HEALTHCARE SOLUTIONS LLC,55.02,3.0
CA2030,2024-02,40992,2F7114,"MEDLINE INDUSTRIES, LP",253.6,10.0
746187,2024-05,40992,2F7114,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",276.24,12.0
741595,2024-02,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",414.08,20.0
742233,2025-07,40992,2F7114,"MEDLINE INDUSTRIES, LP",468.5,10.0
805555,2025-07,40992,2F7114,BAXTER HEALTHCARE CORPORATION,3180.0,100.0
762662,2025-08,40992,2F7114,CONCORDANCE HEALTHCARE SOLUTIONS LLC,49.506,2.0
658412,2025-10,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",7746.879999999999,170.0
819615,2025-04,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",31.8,12.0
MD2213,2025-03,40992,2F7114,"MEDLINE INDUSTRIES, LP",3929.95,515.0
821555,2025-11,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",2900.1600000000003,96.0
SC0047,2024-04,40992,2F7114,"MEDLINE INDUSTRIES, LP",6053.200000000001,2020.0
CA3550,2024-01,40992,2F7114,"MEDLINE INDUSTRIES, LP",5935.780000000001,2832.0
742133,2024-01,40992,2F7114,HOSPITALS SERVICES EXPENSES,688.2100000000002,288.0
WV0541,2024-01,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",3812.14,117.0
620029,2025-10,40992,2F7114,BAXTER HEALTHCARE CORPORATION,3908.16,92.0
655508,2025-10,40992,2F7114,"MEDLINE INDUSTRIES, LP",1996.56,47.0
IL5045,2024-10,40992,2F7114,HOSPITALS SERVICES EXPENSES,6618.960000000001,1361.0
763780,2025-01,40992,2F7114,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",553.8399999999999,322.0
693372,2025-08,40992,2F7114,HOSPITALS SERVICES EXPENSES,537.95,203.0
740241,2024-12,40992,2F7114,"CARDINAL HEALTH 200, LLC",645.77,73.0
CO2002,2025-07,40992,2F7114,UNKNOWN,148.15999999999997,63.0
IL5043,2025-11,40992,2F7114,HOSPITALS SERVICES EXPENSES,161.65,61.0
AD8363,2024-03,40992,2F7114,"MEDLINE INDUSTRIES, LP",999.59,48.0
644705,2025-03,40992,2F7114,BAXTER HEALTHCARE CORPORATION,345.29999999999995,15.0
702770,2024-01,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",202.4,8.0
IA2186,2025-09,40992,2F7114,BAXTER HEALTHCARE CORPORATION,764.6399999999999,18.0
CA2036,2025-03,40992,2F7114,"CARDINAL HEALTH 200, LLC",849.5999999999999,20.0
AF6284,2024-04,40992,2F7114,"MEDLINE INDUSTRIES, LP",1082.8799999999999,26.0
OH2243,2024-04,40992,2F7114,"MEDLINE INDUSTRIES, LP",253.2,120.0
CA2026,2024-05,40992,2F7114,BAXTER HEALTHCARE CORPORATION,1660.5600000000004,51.0
VA2038,2024-05,40992,2F7114,"MEDLINE INDUSTRIES, LP",2078.3499999999995,985.0
NY2045,2024-05,40992,2F7114,"MEDLINE INDUSTRIES, LP",9409.84,289.0
763747,2025-04,40992,2F7114,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",264.40999999999997,137.0
695920,2024-03,40992,2F7114,THE CLAFLIN COMPANY,649.6400000000001,298.0
658122,2025-06,40992,2F7114,"MEDLINE INDUSTRIES, LP",804.54,22.0
657957,2024-10,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",32.56,1.0
821713,2024-07,40992,2F7114,MCKESSON MEDICAL-SURGICAL INC.,25.87,1.0
703127,2025-07,40992,2F7114,"MEDLINE INDUSTRIES, LP",2989.2,94.0
759420,2025-07,40992,2F7114,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",375.6,8.0
848402,2024-02,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",455.74,18.0
TX2301,2024-02,40992,2F7114,CARDINAL HEALTH 213 INC,241.66,90.0
IL2013,2024-05,40992,2F7114,BAXTER HEALTHCARE CORPORATION,143.71,7.0
ME2001,2025-03,40992,2F7114,"CARDINAL HEALTH 200, LLC",184.16,8.0
TX0488,2025-03,40992,2F7114,BAXTER HEALTHCARE CORPORATION,187.0,9.0
AK2003,2024-11,40992,2F7114,"CARDINAL HEALTH 414, LLC",171.92000000000002,8.0
658397,2024-04,40992,2F7114,UNKNOWN,264.96000000000004,138.0
OH2064,2024-04,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1265.992,48.0
644406,2024-01,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",256.044,10.0
AX0672,2025-08,40992,2F7114,"MEDLINE INDUSTRIES, LP",424.8,10.0
CA2037,2024-06,40992,2F7114,"CARDINAL HEALTH 200, LLC",414.8,12.0
NY5021,2024-09,40992,2F7114,BAXTER HEALTHCARE CORPORATION,2135.12,104.0
682981,2024-08,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",152.16,6.0
WA2040,2024-04,40992,2F7114,"HENRY SCHEIN, INC.",94.56,4.0
SD2013,2025-05,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1017.94,44.0
792727,2025-08,40992,2F7114,BAXTER HEALTHCARE CORPORATION,1124.4,24.0
709159,2025-12,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",3496.9800000000005,903.0
645993,2025-06,40992,2F7114,"MEDLINE INDUSTRIES, LP",2061.3999999999987,44.0
834809,2024-04,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",139.47,3.0
714814,2024-04,40992,2F7114,CARDINAL HEALTH 213 INC,197.34,6.0
CA0038,2024-04,40992,2F7114,BAXTER HEALTHCARE CORPORATION,574.84,28.0
640600,2024-02,40992,2F7114,"CARDINAL HEALTH 414, LLC",353.73,14.0
AA6530,2024-10,40992,2F7114,BAXTER HEALTHCARE CORPORATION,1026.5,50.0
679055,2024-04,40992,2F7114,BAXTER HEALTHCARE CORPORATION,253.6,10.0
662082,2025-04,40992,2F7114,BAXTER HEALTHCARE CORPORATION,414.36,18.0
MD0002,2024-06,40992,2F7114,"MEDLINE INDUSTRIES, LP",435.53999999999996,21.0
KY0110,2024-02,40992,2F7114,"MEDLINE INDUSTRIES, LP",152.16,6.0
CA2241,2024-08,40992,2F7114,UNKNOWN,74.1,39.0
711828,2024-11,40992,2F7114,BAXTER HEALTHCARE CORPORATION,307.95000000000005,15.0
637740,2024-11,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",65.12,2.0
686334,2025-05,40992,2F7114,"HENRY SCHEIN, INC.",16.84,4.0
WV0042,2025-11,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",93.7,2.0
711622,2025-02,40992,2F7114,CARDINAL HEALTH 213 INC,186.078,97.0
SD2011,2024-09,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",97.68,3.0
WV0050,2025-05,40992,2F7114,"CARDINAL HEALTH 200, LLC",238.95,5.0
SC2115,2024-02,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",32.88,1.0
BC5931,2025-12,40992,2F7114,"HENRY SCHEIN, INC.",93.6,2.0
649486,2024-09,40992,2F7114,BAXTER HEALTHCARE CORPORATION,20.63,1.0
817813,2025-06,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",140.55,3.0
699171,2025-03,40992,2F7114,"MEDLINE INDUSTRIES, LP",585.29,277.0
821555,2025-06,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",2567.8500000000004,85.0
607358,2024-09,40992,2F7114,"MEDLINE INDUSTRIES, LP",851.7599999999999,26.0
NE2043,2025-01,40992,2F7114,"MEDLINE INDUSTRIES, LP",409.08000000000004,6.0
CA2659,2024-05,40992,2F7114,"MEDLINE INDUSTRIES, LP",152.16,6.0
669298,2025-04,40992,2F7114,"MEDLINE INDUSTRIES, LP",4154.65,1945.0
709153,2025-04,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",8247.46,674.0
644415,2025-02,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1147.37,27.0
VA0099,2024-03,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",101.44,4.0
709157,2025-03,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",5237.679999999999,203.0
MN2009,2025-12,40992,2F7114,"CARDINAL HEALTH 414, LLC",1866.2400000000002,972.0
GAO430,2024-10,40992,2F7114,MCKESSON CORPORATION,272.0,4.0
742281,2024-10,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1546.9599999999998,61.0
640600,2024-10,40992,2F7114,"CARDINAL HEALTH 414, LLC",715.4,28.0
808469,2025-01,40992,2F7114,BAXTER HEALTHCARE CORPORATION,911.68,28.0
763747,2024-02,40992,2F7114,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",95.15,55.0
838538,2025-01,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",127.44999999999999,5.0
NY2246,2025-01,40992,2F7114,BAXTER HEALTHCARE CORPORATION,6456.96,152.0
IL2017,2024-10,40992,2F7114,"CARDINAL HEALTH 414, LLC",2145.25,47.0
809162,2024-10,40992,2F7114,BAXTER HEALTHCARE CORPORATION,202.88,8.0
622359,2024-01,40992,2F7114,"CARDINAL HEALTH 414, LLC",556.6,22.0
NM2005,2024-01,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",80.72,4.0
VA0066,2025-11,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",129.48,3.0
NY2159,2025-03,40992,2F7114,CONCORDANCE HEALTHCARE SOLUTIONS LLC,41.06,2.0
TX0525,2024-11,40992,2F7114,BAXTER HEALTHCARE CORPORATION,278.96,11.0
MT2009,2025-01,40992,2F7114,BAXTER HEALTHCARE CORPORATION,574.48,27.0
CA3548,2024-11,40992,2F7114,BAXTER HEALTHCARE CORPORATION,506.4,20.0
622359,2025-05,40992,2F7114,"MEDLINE INDUSTRIES, LP",374.88,6.0
TX0226,2025-05,40992,2F7114,BAXTER HEALTHCARE CORPORATION,795.0,25.0
817813,2025-03,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",424.8,76.0
SD2020,2025-09,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",42.48,1.0
CA2241,2025-02,40992,2F7114,UNKNOWN,99.1,52.0
CA2669,2024-06,40992,2F7114,BAXTER HEALTHCARE CORPORATION,456.48,18.0
635835,2024-03,40992,2F7114,"MEDLINE INDUSTRIES, LP",79.0,3.0
AA6207,2024-11,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",22.11,11.0
773725,2024-08,40992,2F7114,"CARDINAL HEALTH 414, LLC",164.24,8.0
792834,2024-12,40992,2F7114,"MEDLINE INDUSTRIES, LP",781.06,14.0
809162,2024-02,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",101.44,4.0
IL2036,2024-05,40992,2F7114,"MEDLINE INDUSTRIES, LP",478.8,10.0
637740,2025-08,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",93.7,2.0
MN2022,2024-01,40992,2F7114,BAXTER HEALTHCARE CORPORATION,20.18,1.0
CO2003,2025-03,40992,2F7114,UNKNOWN,231.8,122.0
NY2159,2025-11,40992,2F7114,CONCORDANCE HEALTHCARE SOLUTIONS LLC,391.34000000000003,17.0
VA0019,2024-07,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",15004.869999999999,5365.0
DE2012,2025-10,40992,2F7114,"MEDLINE INDUSTRIES, LP",5186.56,110.0
VA0002,2025-06,40992,2F7114,CONCORDANCE HEALTHCARE SOLUTIONS LLC,610.22,26.0
627592,2024-09,40992,2F7114,"MEDLINE INDUSTRIES, LP",898.999,426.0
VA0019,2024-09,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",13908.579999999998,4961.0
708926,2025-08,40992,2F7114,"MEDLINE INDUSTRIES, LP",21.24,6.0
605386,2025-09,40992,2F7114,CARDINAL HEALTH 213 INC,4206.16,2146.0
682981,2025-12,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",151.05,5.0
658406,2024-12,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",49258.579999999994,1512.0
SC0047,2024-12,40992,2F7114,"MEDLINE INDUSTRIES, LP",7280.99,2645.0
CA2673,2024-05,40992,2F7114,"MEDLINE INDUSTRIES, LP",2002.9199999999998,222.0
WV0040,2024-04,40992,2F7114,CONCORDANCE HEALTHCARE SOLUTIONS LLC,3929.5000000000005,1274.0
FL2056,2024-04,40992,2F7114,"CARDINAL HEALTH 414, LLC",5672.1,222.0
CO2005,2024-04,40992,2F7114,UNKNOWN,174.1,92.0
AB2307,2024-07,40992,2F7114,BAXTER HEALTHCARE CORPORATION,123.18,6.0
746187,2024-03,40992,2F7114,UNKNOWN,705.76,378.0
741575,2024-03,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",627.0,30.0
630289,2024-01,40992,2F7114,"MEDLINE INDUSTRIES, LP",865.133,399.0
AZ2082,2024-08,40992,2F7114,UNKNOWN,2591.8700000000003,1357.0
IL2018,2025-09,40992,2F7114,HOSPITALS SERVICES EXPENSES,808.25,305.0
WV0021,2025-09,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",2436.2000000000003,52.0
834810,2025-06,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",604.2,20.0
AE8985,2024-07,40992,2F7114,"MEDLINE INDUSTRIES, LP",253.6,10.0
819615,2025-09,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",31.8,12.0
711762,2024-05,40992,2F7114,"MEDLINE INDUSTRIES, LP",496.53000000000003,48.0
WY2003,2025-03,40992,2F7114,UNKNOWN,38.199999999999996,20.0
821558,2025-04,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",966.72,32.0
627110,2025-04,40992,2F7114,BAXTER HEALTHCARE CORPORATION,382.32,9.0
699175,2024-09,40992,2F7114,"MEDLINE INDUSTRIES, LP",115.19999999999999,55.0
SC0075,2024-08,40992,2F7114,"MEDLINE INDUSTRIES, LP",1903.23,902.0
671532,2024-11,40992,2F7114,BAXTER HEALTHCARE CORPORATION,293.04,9.0
NY2200,2025-09,40992,2F7114,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",65.96,34.0
WV0053,2024-02,40992,2F7114,BAXTER HEALTHCARE CORPORATION,1235.2350000000001,58.0
709156,2025-08,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",2534.72,298.0
