report_category,manufacturer_normalized,manufacturer_name_raw,manufacturer_catalog_number,Product_Description,contract_category,total_observed_spend,transaction_count
Monitoring,PHILIPS,PHILIPS HEALTHCARE,453564260871,ASSEMBLY MONITOR IV2-STAT TOUCHSCREEN BEZEL F/INTELLIVUE MX700,PHYSIOLOGICAL MONITORING SYSTEMS,16969.600000000002,16
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803199091,ADAPTER TELEMETRY 5-LEAD SPO2 F/MX40 EA,PHYSIOLOGICAL MONITORING SYSTEMS,1471.55,2
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803136891,PAPER MONITORING/RECORDING THERMAL ARRAY 5.8CM X 30.5M 5RL/BK,PHYSIOLOGICAL MONITORING SYSTEMS,263.53999999999996,7
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989805710227,HOOK MONITOR VHM M-SERIES F/FA4600 CABLE MANAGEMENT 2/PK,PHYSIOLOGICAL MONITORING SYSTEMS,110192.54,36
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803132291,KIT BULB BLOOD PRESSURE W/VALVE EA,PHYSIOLOGICAL MONITORING SYSTEMS,78.84,2
Monitoring,PHILIPS,PHILIPS HEALTHCARE,J40,INTERFACE MONITOR DEMO PACKAGE ADVANCED F/INTELLIVUE MX500,PHYSIOLOGICAL MONITORING SYSTEMS,2380.0,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803100841,GAS CALIBRATION F/TCPCO2 ANESTHESIA 6/BX,PHYSIOLOGICAL MONITORING SYSTEMS,1223.66,3
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989805618641,CANNULA ETCO2 SAMPLING LOFLO PEDIATRIC NASAL SIDESTREAM INTEGRATED SENSOR ADAPTER NON-STERILE SINGLE-USE F/CO2 MONITORING/O2 DELIVERY 10/PK,PHYSIOLOGICAL MONITORING SYSTEMS,1137.7,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989805700057,UNIT UPS 500V 6-OUTLET W/RACK F/EQUIPMENT ROOM,PHYSIOLOGICAL MONITORING SYSTEMS,73949.85,51
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989805628061,CANNULA ETCO2 SAMPLING LOFLO PEDIATRIC NASAL SIDESTREAM INTEGRATED SENSOR ADAPTER W/HUMIDIFIER TUBING NAFION NON-STERILE SINGLE-USE F/CO2 MONITORING/O2 DELIVERY,PHYSIOLOGICAL MONITORING SYSTEMS,3742.9,3
Monitoring,PHILIPS,PHILIPS HEALTHCARE,CMS2460,MONITOR VITAL SIGN INTELLIVUE MX400/800 EA,PHYSIOLOGICAL MONITORING SYSTEMS,13000.0,4
Monitoring,PHILIPS,PHILIPS HEALTHCARE,867030,MONITOR VITAL SIGN INTELLIVUE X3 MEASUREMENT MODULE EA,PHYSIOLOGICAL MONITORING SYSTEMS,1657357.09,19
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803103231,SENSOR PULSE OXIMETER 1.5M PEDIATRIC SMALL ADULT FINGER TIP SPO2 REUSABLE 1/BX,PHYSIOLOGICAL MONITORING SYSTEMS,768.76,3
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803166851,HOSE BLOOD PRESSURE AIR 1.5M NEONATE F/NIBP CUFF LATEX-FREE NON-STERILE REUSABLE EA,PHYSIOLOGICAL MONITORING SYSTEMS,1325.1,4
Monitoring,PHILIPS,PHILIPS HEALTHCARE,0,UNKNOWN,PHYSIOLOGICAL MONITORING SYSTEMS,92050479.98300011,3862
Monitoring,PHILIPS,PHILIPS HEALTHCARE,453564656031,REMOTE ANTENNA 1.4GHZ COMPLETE UNIT W/RA CASE MAIN PC BOARD,PHYSIOLOGICAL MONITORING SYSTEMS,710.0,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803151731,SET LEADWIRE EKG SHIELDED LONG 12-LEAD AAMI IEC ALLIGATOR CLIP 4-BANANA POST ADAPTER COLOR-CODED LIMB W/5 2-COLORED RING 13 2-COLORED CLIP F/PAGEWRITER TC SERIES CARDIOGRAPH LATEX-FREE NON-STERILE REU,PHYSIOLOGICAL MONITORING SYSTEMS,120.5,2
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803206981,REMOTE CONTROL MONITOR 2560 SENDER,PHYSIOLOGICAL MONITORING SYSTEMS,741457.9199999999,69
Monitoring,PHILIPS,PHILIPS HEALTHCARE,M3002-64060,KIT ASSEMBLY MONITOR 64060 HOUSING REAR F/M3002 INTELLIVUE X2/MP2,PHYSIOLOGICAL MONITORING SYSTEMS,978.0,6
Monitoring,PHILIPS,PHILIPS HEALTHCARE,453563477961,MOUNT MONITOR FLEXIBLE MODULE RACK F/INTELLIVUE,PHYSIOLOGICAL MONITORING SYSTEMS,7429.48,16
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803204561,LINE ETCO2 SAMPLING MICROSTREAM ADVANCE 2M PEDIATRIC ORAL NASAL NON-INTUBATED W/O2 DELIVERY STERILE SINGLE PATIENT USE F/SHORT TERM 25/BX,PHYSIOLOGICAL MONITORING SYSTEMS,2273.11,10
Monitoring,PHILIPS,PHILIPS HEALTHCARE,453564786371,MAINBOARD MONITOR PATIENT HEALTHCARE,PHYSIOLOGICAL MONITORING SYSTEMS,2416.0,4
Monitoring,PHILIPS,PHILIPS HEALTHCARE,453564024591,ASSEMBLY MONITOR FAN F/SURESIGNS VS3,PHYSIOLOGICAL MONITORING SYSTEMS,115.64,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,M8105-68042,BOARD MONITOR X-2 PRESSURE TEMPERATURE F/M8105A INTELLIVUE MP5,PHYSIOLOGICAL MONITORING SYSTEMS,2145.0,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,NCVD066,DISPLAY MONITOR XLARGE SLAVING FULL HD TV,PHYSIOLOGICAL MONITORING SYSTEMS,2608.2,2
Monitoring,PHILIPS,PHILIPS HEALTHCARE,453564705311,FACE PLATE MONITOR MEDICAL EQUIPMENT ASSEMBLY,PHYSIOLOGICAL MONITORING SYSTEMS,7871.75,29
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803160251,SET LINE ETCO2 SAMPLING FILTERLINE H SERIES LONG 4M PEDIATRIC ADULT INTUBATED SIDESTREAM LATEX-FREE NON-STERILE SINGLE PATIENT USE F/LONG TREM 25/CA,PHYSIOLOGICAL MONITORING SYSTEMS,517.44,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803104791,PAPER EKG Z-FOLD THERMAL RED GRID SIZE A4 F/PAGEWRITER XL 200/PD NO HEADER,PHYSIOLOGICAL MONITORING SYSTEMS,2141.51,6
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989801220068,SET CABLE MONITOR 10M DVI W/ZIPPER HOSE COVER F/ALLURA XPER FD10 EA,PHYSIOLOGICAL MONITORING SYSTEMS,2025.1,3
Monitoring,PHILIPS,PHILIPS HEALTHCARE,867191,MODULE PULSE OXIMETER MASIMO RAINBOW SET IV EA,PHYSIOLOGICAL MONITORING SYSTEMS,7911.9,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989805710348,MOUNT MONITOR VARIABLE HEIGHT ARM CHANNEL F/VHM-PL MX400-850 AD75/85 MP5,PHYSIOLOGICAL MONITORING SYSTEMS,1448749.76,123
Monitoring,PHILIPS,PHILIPS HEALTHCARE,M8105A_B44,MONITOR VITAL SIGN INTELLIVUE MP5 B44 EKG RESPIRATORY NBP SPO2 P&T MCO2 F/M8105A,PHYSIOLOGICAL MONITORING SYSTEMS,29869.74,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,453564398251,ASSEMBLY MONITOR SYNC F/PATIENT MONITOR,PHYSIOLOGICAL MONITORING SYSTEMS,2338.0,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,453564304191,ASSEMBLY MONITOR COMPUTER 19IN OPEN FRAME INFORMATION PORTAL,PHYSIOLOGICAL MONITORING SYSTEMS,6024.0,2
Monitoring,PHILIPS,PHILIPS HEALTHCARE,451261020911,BOARD MONITOR POWER F/INTELLIVUE MSL X2/MP2 VERSON-1,PHYSIOLOGICAL MONITORING SYSTEMS,9928.0,13
Monitoring,PHILIPS,PHILIPS HEALTHCARE,867030_K14,ADAPTER BLOOD PRESSURE K14 DUAL IBP F/867030 INTELLIVUE X3,PHYSIOLOGICAL MONITORING SYSTEMS,604.52,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,866421,MODULE MONITOR F/INTELLIVUE BIS EA,PHYSIOLOGICAL MONITORING SYSTEMS,196179.9,5
Monitoring,PHILIPS,PHILIPS HEALTHCARE,453564693661,BOARD PARAMETER MSX2 ECG-12LD/MASIMO SPO2,PHYSIOLOGICAL MONITORING SYSTEMS,974.0,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,MXU0524,NETWORK MONITOR WIRE HOPPING SMART F/INTELLIVUE EA,PHYSIOLOGICAL MONITORING SYSTEMS,867066.1800000002,44
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803145671,TUBING ANESTHESIA 12FT EXHAUST RETURN LINE W/FILTER LATEX-FREE NON-STERILE REUSABLE EA,PHYSIOLOGICAL MONITORING SYSTEMS,428.28,2
Monitoring,PHILIPS,PHILIPS HEALTHCARE,453564577621,ANTENNA MONITOR INTERNAL F/SURESIGNS,PHYSIOLOGICAL MONITORING SYSTEMS,14612.9,20
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803104671,TUBING GAS SAMPLING HEW-PAC G7M GAS SAMPLE CO2 LINE SINGLE PATIENT USE,PHYSIOLOGICAL MONITORING SYSTEMS,958.8000000000002,9
Monitoring,PHILIPS,PHILIPS HEALTHCARE,865352,MONITOR VITAL SIGN INTELLIVUE MX40 802.11A/B/G WEARABLE EA,PHYSIOLOGICAL MONITORING SYSTEMS,147851.4,3
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803203491,SENSOR PULSE OXIMETER XHALE ASSURANCE NASAL ALAR SPO2 20/BX,PHYSIOLOGICAL MONITORING SYSTEMS,3262.99,3
Monitoring,PHILIPS,PHILIPS HEALTHCARE,MXU0345,KIT MOUNT MONITOR M-SERIES PIVOT ARM 6/12IN W/DOWN POST F/FLEXIBLE MODULE SERVER,PHYSIOLOGICAL MONITORING SYSTEMS,31213.0,9
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803129161,SET LEADWIRE EKG SHIELDED CHEST LEADX6 LIMB LEADX4 AAMI COLOR-CODED,PHYSIOLOGICAL MONITORING SYSTEMS,576.8,4
Monitoring,PHILIPS,PHILIPS HEALTHCARE,MXU0563,SWITCH MONITOR 12-PORT F/CISCO 3850 EA,PHYSIOLOGICAL MONITORING SYSTEMS,307925.71,7
Monitoring,PHILIPS,PHILIPS HEALTHCARE,451261025051,KIT RECORDER FETAL MONITOR PART F/AVALON FM40 FM50,PHYSIOLOGICAL MONITORING SYSTEMS,3102.0,8
Monitoring,PHILIPS,PHILIPS HEALTHCARE,453564373941,BEZEL MONITOR SIDE TRIM F/INTELLIVUE X2 MP2,PHYSIOLOGICAL MONITORING SYSTEMS,439.78,3
Monitoring,PHILIPS,PHILIPS HEALTHCARE,451261021101,KIT ASSEMBLY MONITOR WIRELESS W/ANTENNA F/X2/MP2 IIT,PHYSIOLOGICAL MONITORING SYSTEMS,3922.24,4
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803144371,SENSOR PULSE OXIMETER 2M CABLE ADULT FINGER TIP SPO2 LATEX-FREE NON-STERILE REUSABLE EA,PHYSIOLOGICAL MONITORING SYSTEMS,115224.79999999989,139
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803196521,BATTERY LITHIUM 10.8V 2A 21.6WH RECHARGEABLE F/INTELLIVUE X3 MX100 PATIENT MONITOR NON-STERILE SN DE61 EA,PHYSIOLOGICAL MONITORING SYSTEMS,20318.28,45
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989805603061,SENSOR ETCO2 SAMPLING NEONATE 3-PORT,PHYSIOLOGICAL MONITORING SYSTEMS,926.7,3
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989805628041,CANNULA ETCO2 SAMPLING LOFLO ADULT NASAL SIDESTREAM INTEGRATED SENSOR ADAPTER W/HUMIDIFIER TUBING NAFION NON-STERILE SINGLE-USE F/CO2 MONITORING/O2 DELIVERY 10/PK,PHYSIOLOGICAL MONITORING SYSTEMS,944.7,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803195531,KIT MOUNTING W/SURESIGNS PREMIUM ROLLSTAND EA,PHYSIOLOGICAL MONITORING SYSTEMS,60.05,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,451261011901,ASSEMBLY MONITOR NO CABLE MSL F/INTELLIVUE,PHYSIOLOGICAL MONITORING SYSTEMS,345.0,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803167271,CUFF BLOOD PRESSURE 1-HOSE SIZE 5 INFANT SOFT WHITE F/NIBP SINGLE PATIENT USE 40/CA,PHYSIOLOGICAL MONITORING SYSTEMS,1630.46,8
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803105541,SET LINE ETCO2 SAMPLING FILTERLINE H SERIES PEDIATRIC ADULT INTUBATED,PHYSIOLOGICAL MONITORING SYSTEMS,9001.470000000001,24
Monitoring,PHILIPS,PHILIPS HEALTHCARE,MP30,MONITOR VITAL SIGN INTELLIVUE EA,PHYSIOLOGICAL MONITORING SYSTEMS,780.0,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989805618741,LINE ETCO2 SAMPLING LOFLO MALE LUER W/DEHUMIDIFIER TUBING NAFION SINGLE-USE 10/BX,PHYSIOLOGICAL MONITORING SYSTEMS,7816.486999999999,17
Monitoring,PHILIPS,PHILIPS HEALTHCARE,451261003621,CABLE MONITOR PATIENT HOST F/INTELLIVUE MP20 JUNIOR/MP30 BISX EA,PHYSIOLOGICAL MONITORING SYSTEMS,17562.0,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803204521,LINE ETCO2 SAMPLING MICROSTREAM ADVANCE 2M PEDIATRIC ADULT NASAL INTUBATED STERILE SINGLE PATIENT USE F/EXTENDED DURATION 25/BX,PHYSIOLOGICAL MONITORING SYSTEMS,124103.29000000015,182
Monitoring,PHILIPS,PHILIPS HEALTHCARE,867043,STATION DOCKING F/INTELLIVUE EA,PHYSIOLOGICAL MONITORING SYSTEMS,13501.11,4
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803205891,KIT SENSOR PULSE OXIMETER 1.5M CABLE PEDIATRIC ADULT EAR SPO2 CLIP LATEX-FREE NON-STERILE REUSABLE EA,PHYSIOLOGICAL MONITORING SYSTEMS,14822.270000000002,24
Monitoring,PHILIPS,PHILIPS HEALTHCARE,459801558861,ADAPTER DISPLAYPORT DVI SL F/PHILIPS,PHYSIOLOGICAL MONITORING SYSTEMS,1118.0,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803206691,CANNULA ETCO2 SAMPLING LOFLO 3M ADULT ORAL NASAL NON-INTUBATED SIDESTREAM W/O2 DELIVERY LINE LATEX-FREE NON-STERILE SINGLE PATIENT USE F/SHORT TERM 10/BX,PHYSIOLOGICAL MONITORING SYSTEMS,19331.999999999996,23
Monitoring,PHILIPS,PHILIPS HEALTHCARE,865039,MONITOR VITAL SIGN INTELLIVUE MMS X2 MEASUREMENT MODULE W/SERVER,PHYSIOLOGICAL MONITORING SYSTEMS,1190.0,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,866066_NAM_J15,DISPLAY MONITOR J15 ADAPTIVE SECONDARY F/866066 NAM 866066 INTELLIVUE MX550,PHYSIOLOGICAL MONITORING SYSTEMS,607.6,2
Monitoring,PHILIPS,PHILIPS HEALTHCARE,451261019081,ASSEMBLY MONITOR BOARD FE EKG NIBP SPO2 F/INTELLIVUE MP5,PHYSIOLOGICAL MONITORING SYSTEMS,6845.7,4
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803209891,KIT SENSOR PULSE OXIMETER MASIMO RD LNCS ADULT SPO2 25-PIN DCI CLIP REUSABLE EA,PHYSIOLOGICAL MONITORING SYSTEMS,3178.89,2
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803175901,CABLE EKG SHIELDED 3.4M 10-LEAD AHA ALLIGATOR CLIP CHILD ADULT CHEST LIMB F/PAGEWRITER TC20 CARDIOGRAPH LATEX-FREE NON-STERILE REUSABLE EA,PHYSIOLOGICAL MONITORING SYSTEMS,174.22000000000003,2
Monitoring,PHILIPS,PHILIPS HEALTHCARE,NMRF251,COMFORT PLUS PACK,PHYSIOLOGICAL MONITORING SYSTEMS,2763.6,2
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989805603081,SENSOR ETCO2 SAMPLING ADULT 3-PORT 10/BX,PHYSIOLOGICAL MONITORING SYSTEMS,7384.13,9
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803190141,GAS AEROSOL CAL 5% CO2 BALANCE N2 F/PHILIPS INVIVO,PHYSIOLOGICAL MONITORING SYSTEMS,3318.44,5
Monitoring,PHILIPS,PHILIPS HEALTHCARE,866471,MONITOR VITAL SIGN INTELLIVUE MX750 19IN SCREEN 8-RACK SLOT BEDSIDE EA,PHYSIOLOGICAL MONITORING SYSTEMS,2276733.9099999997,17
Monitoring,PHILIPS,PHILIPS HEALTHCARE,453561634543,ASSEMBLY MONITOR PCBA CONTROL F/EPIQ 5,PHYSIOLOGICAL MONITORING SYSTEMS,14659.28,5
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803210381,HOLDER BAR CODE SCANNER ROLL STAND EQUIPMENT,PHYSIOLOGICAL MONITORING SYSTEMS,43108.13999999999,144
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803205811,BATTERY MONITOR RECHARGEABLE LITHIUM ION 3.7V 1.9 AH NON STERILE,PHYSIOLOGICAL MONITORING SYSTEMS,3067923.648000001,802
Monitoring,PHILIPS,PHILIPS HEALTHCARE,453564578751,DISPLAY RADIOLOGY LCD,PHYSIOLOGICAL MONITORING SYSTEMS,132938.49999999994,104
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803158481,CABLE EKG 2M DIAGNOSTIC CLASS A USB DATA F/PAGEWRITER TC SERIES LATEX-FREE NON-STERILE REUSABLE EA,PHYSIOLOGICAL MONITORING SYSTEMS,5690.16,21
Monitoring,PHILIPS,PHILIPS HEALTHCARE,M4558A,CUFF BLOOD PRESSURE 1-PIECE 1-TUBE 8IN TUBING 35.5-46CM PEDIATRIC ADULT ANTIMICROBIAL NYLON BURGUNDY W/INTEGRATED BLADDER,PHYSIOLOGICAL MONITORING SYSTEMS,63.96,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803204321,LINE ETCO2 SAMPLING MICROSTREAM ADVANCE 4M PEDIATRIC ADULT INTUBATED W/O2 DELIVERY STERILE SINGLE PATIENT USE F/SHORT TERM 25/BX,PHYSIOLOGICAL MONITORING SYSTEMS,2448.79,2
Monitoring,PHILIPS,PHILIPS HEALTHCARE,451261001391,GAS CALIBRATION 6LT F/M1659A EA,PHYSIOLOGICAL MONITORING SYSTEMS,693.01,2
Monitoring,PHILIPS,PHILIPS HEALTHCARE,863380_W01,WIFI MONITOR W01 WIRELESS F/863380 EARLYVUE VS30 EA,PHYSIOLOGICAL MONITORING SYSTEMS,65853.84,5
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803172221,CABLE TELEMETRY SHIELDED TRUNK 9FT AAMI IEC REUSABLE F/MX4X EA,PHYSIOLOGICAL MONITORING SYSTEMS,7826.070000000001,14
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803137651,CABLE FETAL MONITOR 25.2IN DECG LEGPLATE ADAPTER LATEX-FREE NON-STERILE REUSABLE F/M1347A/M1364A/M1365A EA,PHYSIOLOGICAL MONITORING SYSTEMS,22407.24,18
Monitoring,PHILIPS,PHILIPS HEALTHCARE,867030_B06,UNIT VITAL SIGN INTELLIVUE X3 B06 DUAL PRESSURE TEMPERATURE F/867030 EA,PHYSIOLOGICAL MONITORING SYSTEMS,3224.88,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,453564602631,DOOR BATTERY REPLACEMENT COVER WEARABLE PLASTIC F/MX40 BATTERY DOOR V2,PHYSIOLOGICAL MONITORING SYSTEMS,25773.389999999996,154
Monitoring,PHILIPS,PHILIPS HEALTHCARE,453564177921,MODULE MONITOR MS_X1 MAIN CIRCUIT HARDWARE F/INTELLIVUE,PHYSIOLOGICAL MONITORING SYSTEMS,2948.4,4
Monitoring,PHILIPS,PHILIPS HEALTHCARE,866066_NAM_AL1,MONITOR VITAL SIGN INTELLIVUE MX550 AL1 ADVANCED F/866066 NAM 866066,PHYSIOLOGICAL MONITORING SYSTEMS,23868.0,2
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803148221,CABLE PULSE OXIMETER 3M 8-PIN DUAL KEY ADAPTER F/MASIMO LNCS LATEX-FREE NON-STERILE REUSABLE EA,PHYSIOLOGICAL MONITORING SYSTEMS,128357.59999999998,118
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989805628021,CANNULA CO2 SAMPLING INFANT NASAL W/NAFION TUBING,PHYSIOLOGICAL MONITORING SYSTEMS,427.14,3
Monitoring,PHILIPS,PHILIPS HEALTHCARE,451261018961,RECORDER COMMUNICATION SYSTEM F/INTELLIVUE MP5 GSI TPH,PHYSIOLOGICAL MONITORING SYSTEMS,1939.0,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803179111,LINE ETCO2 SAMPLING MICROSTREAM FILTERLINE 4M ADULT NASAL NON-INTUBATED W/O2 DELIVERY LATEX-FREE NON-STERILE SINGLE PATIENT USE F/SHORT TERM 25/BX,PHYSIOLOGICAL MONITORING SYSTEMS,4919.410000000001,8
Monitoring,PHILIPS,PHILIPS HEALTHCARE,867033,MONITOR VITAL SIGN INTELLIVUE MX100 15.5CM SCREEN FLEXIBLE PORTABLE TOUCHSCREEN SOLID ERGONOMIC HANDLE EA,PHYSIOLOGICAL MONITORING SYSTEMS,7243.5,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803129751,LINE ETCO2 SAMPLING MICROSTREAM SMART CAPNOLINE ADULT INTERMEDIATE W/O2 DELIVERY 25/PK,PHYSIOLOGICAL MONITORING SYSTEMS,1137.42,6
Monitoring,PHILIPS,PHILIPS HEALTHCARE,453564020531,BOARD MONITOR CIRCUIT F/PHILIPS SURESIGNS VS/VM SERIES,PHYSIOLOGICAL MONITORING SYSTEMS,1098.0,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,862442,SERVER MONITOR MULTI-MEASUREMENT F/INTELLIVUE EA,PHYSIOLOGICAL MONITORING SYSTEMS,10414.0,5
Monitoring,PHILIPS,PHILIPS HEALTHCARE,453564204521,KIT CABLE MONITOR IV2-STAT MANAGEMENT F/INTELLIVUE MX600/700,PHYSIOLOGICAL MONITORING SYSTEMS,204.0,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803106261,PAPER EKG THERMAL DIAGNOSTIC RED GRID 8.5IN X 11IN Z-FOLD F/PAGEWRITER 200/PK 8PK/CA,PHYSIOLOGICAL MONITORING SYSTEMS,37052.92,90
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803167211,CUFF BLOOD PRESSURE SIZE 4 4.7IN TUBING 7.1-13.1CM CIRC NEONATE VINYL NAVY F/NIBP LATEX-FREE PVC NON-STERILE SINGLE PATIENT USE 40/BX,PHYSIOLOGICAL MONITORING SYSTEMS,1152.23,26
Monitoring,PHILIPS,PHILIPS HEALTHCARE,453564116931,MODULE BEDSIDE INTERFACING INTELLIBRIDGE,PHYSIOLOGICAL MONITORING SYSTEMS,685.9,2
Monitoring,PHILIPS,PHILIPS HEALTHCARE,453564435191,ASSEMBLY FETAL MONITOR DISPLAY F/AVALON FM20,PHYSIOLOGICAL MONITORING SYSTEMS,4338.75,4
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989805618711,ADAPTER ETCO2 MONITOR LOFLO AIRWAY PEDIATRIC ADULT SIDESTREAM SENSOR W/DEHUMIDIFIER TUBING NAFION 10/PK,PHYSIOLOGICAL MONITORING SYSTEMS,480.5,2
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803135881,CHARGER BATTERY POWER ASSEMBLY SMART BATTERY CONDITIONER F/MULTI-MEASUREMENT SERVER PART,PHYSIOLOGICAL MONITORING SYSTEMS,1800.0,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,453564441611,PANEL LIQUID CRYSTAL DISPLAY IV2-STAT VER2,PHYSIOLOGICAL MONITORING SYSTEMS,10626.0,4
Monitoring,PHILIPS,PHILIPS HEALTHCARE,4535 640 20361,ASSEMBLY MONITOR PRINTED CIRCUIT BOARD FRONT END F/VM4/VM6,PHYSIOLOGICAL MONITORING SYSTEMS,425.0,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,453564116661,MODULE MONITOR F/INTELLIVUE IB-EC10,PHYSIOLOGICAL MONITORING SYSTEMS,7291.91,5
Monitoring,PHILIPS,PHILIPS HEALTHCARE,453564745491,DRIVE MONITOR 256GB HARD SOLID STATE,PHYSIOLOGICAL MONITORING SYSTEMS,405.0,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803167241,CUFF BLOOD PRESSURE 1-HOSE SIZE 2 6.2IN TUBING 4.3-8CM CIRC NEONATE SOFT LIGHT BLUE F/NIBP LATEX-FREE NON-STERILE SINGLE PATIENT USE 40/BX,PHYSIOLOGICAL MONITORING SYSTEMS,3401.779999999998,69
Monitoring,PHILIPS,PHILIPS HEALTHCARE,MXU0011_A13,TRAINING MEDICAL INTELLIVUE PATIENT MONITOR MX400-800 COURSE ENGLISH 3DAY F/MXU0011 EA,PHYSIOLOGICAL MONITORING SYSTEMS,9750.0,3
Monitoring,PHILIPS,PHILIPS HEALTHCARE,453564249541,KIT DISPLAY MONITOR TOUCHSCREEN BEZEL W/O GASKET F/INTELLIVUE MP50,PHYSIOLOGICAL MONITORING SYSTEMS,481.0,1
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989805710006,DISPLAY MONITOR 27IN LED TOUCH F/PIIC IX RS,PHYSIOLOGICAL MONITORING SYSTEMS,606277.0,99
Monitoring,PHILIPS,PHILIPS HEALTHCARE,MXU0474,HOLDER MONITOR WALL MOUNT 8-PORT F/BEDSIDE PATIENT EA,PHYSIOLOGICAL MONITORING SYSTEMS,11594.0,6
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803142661,ADAPTER ETCO2 MONITOR ADULT AIRWAY CLEAR LATEX-FREE NON-STERILE SINGLE PATIENT USE F/4MM ET TUBE 10/BX,PHYSIOLOGICAL MONITORING SYSTEMS,846.75,4
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803211091,ADAPTER EKG BEDSIDE 3/5-LEAD AAMI F/GE PHILIPS DISPOSABLE,PHYSIOLOGICAL MONITORING SYSTEMS,850.08,2
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803205401,SENSOR PULSE OXIMETER NASAL ALAR F/SPO2 MONITORING DEVICE TRI-ANIM,PHYSIOLOGICAL MONITORING SYSTEMS,450104.6500000003,610
Monitoring,PHILIPS,PHILIPS HEALTHCARE,M8100-40301,DOOR MONITOR BATTERY PLASTIC F/M8100 INTELLIVUE MP5,PHYSIOLOGICAL MONITORING SYSTEMS,436.0,10
Monitoring,PHILIPS,PHILIPS HEALTHCARE,989803153021,KIT ROLL STAND MONITOR UTILITY MOUNT HOOK W/BASE CASTER POST POWER SUPPLY CABLE CLIP HANDLE BASKET CORD F/PHILIPS MP2/X2/MP5 EA,PHYSIOLOGICAL MONITORING SYSTEMS,485.0,1
